,Date,Rent/Buy,Where,Address,ZipCode,Description,Type,NbOfRooms,Surface,Floor,Price,Source
374,17/03/2017,Rent,Lausanne,Ch. de Maillefer 23,1018 Lausanne,"Situé dans un nouvel immeuble de 12 logements et proche de toutes commodités, cet appartement de 3.5 pièces, se compose comme suit: - Hall d'entrée avec armoires murales - Grand séjour avec accès b...",Appartement,3.5,75 m2,1.,CHF 2'295.–,Immostreet
375,17/03/2017,Rent,Lausanne,Ch. de Maillefer 23,1018 Lausanne,"Situés dans un nouvel immeuble de 12 logements et proche de toutes commodités, ces deux appartements de 3.5 pièces, se composent comme suit: - Hall d'entrée avec armoires murales - Grand séjour ave...",Appartement,3.5,75 m2,2.,CHF 2'375.–,Immostreet
376,17/03/2017,Rent,Lausanne,Pavement 105,1018 Lausanne,"Dans un petit immeuble, magnifique appartement de 3.5 pièces comprenant entrée, deux chambres à coucher, salon avec cheminée, cuisine agencée, SB/douche, WC séparés et grand balcon donnant sur le j...",Appartement,3.5,,1.,CHF 2'500.–,Immostreet
377,17/03/2017,Rent,Lausanne,Av. de Gratta-Paille 12,1018 Lausanne,"Cet appartement se distingue par sa situation privilégiée, ainsi que par ses pièces innondées de lumière avec les atouts suivants : - Cuisine agencée (y.c. lave-vaisselle) - Grand salon avec du par...",Appartement,4.5,97 m2,1.,CHF 2'530.–,Immostreet
378,17/03/2017,Rent,Lausanne,Ch. des Sauges 18,1018 Lausanne,"Superbe appartement de 4 ½ pièces n° 103 d'environ 96 m2 au 1er étage comprenant : hall, séjour, cuisine ouverte sur salon et agencée avec lave-vaisselle, salle de bains-WC, douche-WC, loggia. Buan...",Appartement,4.5,96 m2,1.,CHF 2'570.–,Immostreet
379,17/03/2017,Rent,Lausanne,Route des Plaines-du-Loup 64,1018 Lausanne,"A louer de suite ou à convenir, ce bel appartement neuf en PPE situé à seulement quelques arrêts de bus du centre ville. Il offre une surface habitable de 114 m2, dont un séjour/salle à manger avec...",Appartement,4.5,114 m2,1.,CHF 2'600.–,Immostreet
380,17/03/2017,Rent,Lausanne,Avenue Parc-de-la-Rouvraie 25,1018 Lausanne,"Ce logement spacieux et lumineux, saura vous charmer grâce à la qualité des ses aménagements à savoir : - Cuisine agencée fermée (y compris lave-vaisselle) - Séjour avec du parquet - 3 Chambres à c...",Appartement,4.5,101 m2,4.,CHF 2'660.–,Immostreet
381,17/03/2017,Rent,Lausanne,Av. de Gratta-Paille 12,1018 Lausanne,"Cet appartement se distingue par sa situation particulière, ainsi que par ses pièces innondées de lumière avec les atouts suivants : - Cuisine agencée (y.c. lave-vaisselle) - Grand salon avec du pa...",Appartement,4.5,111 m2,1.,CHF 2'670.–,Immostreet
382,17/03/2017,Rent,Lausanne,Sur demande,1018 Lausanne,"Superbe appartement de 4.5 pièces 100 mètres carré à Lausanne, Il dispose de trois chambres, deux salles de bain, un séjour, un hall, une cuisine équipé, un jardin avec terrasse, une cave et une pl...",Appartement,4.5,130 m2,R.D.C.,CHF 2'700.–,Immostreet
383,17/03/2017,Rent,Lausanne,Avenue Parc-de-la-Rouvraie 12,1018 Lausanne,"Nous vous rendons attentifs que la cuisine ainsi que les sanitaires seront modernisés durant l'année 2017. Ce logement se situe dans un quartier calme et verdoyant, idéal pour une famille avec les ...",Appartement,5,120 m2,7.,CHF 2'710.–,Immostreet
384,17/03/2017,Rent,Lausanne,Parc-de-La-Rouvraie 26A,1018 Lausanne,"Parc-de-La-Rouvraie 26A à Lausanne. Dans un quartier calme et verdoyant, à louer magnifique appartement au 1er étage avec sur le lac. Cet objet se compose comme suit: - hall d'entrée - cuisine ferm...",Appartement,4.5,110 m2,1.,CHF 2'780.–,Immostreet
385,17/03/2017,Rent,Lausanne,,1018 Lausanne,"Très beau loft situé dans le quartier de Bellevaux, Chemin de la forêt 4A Il est composé d'une grande pièce à vivre avec cuisine ouverte et entièrement agencée, 3 chambres à coucher avec 2 salles d...",Loft,4,,R.D.C.,CHF 2'800.–,Immostreet
386,17/03/2017,Rent,Lausanne,Quartier de Violette 6,1018 Lausanne,"Située dans un quartier résidentiel, très calme au centre-ville, cette réalisation de standing offre une situation très agréable et prisée. L'immeuble est idéalement placé, proche de toutes les com...",Appartement,3.5,101 m2,1.,CHF 2'900.–,Immostreet
387,17/03/2017,Rent,Lausanne,Route du Signal 17 bis,1018 Lausanne,"Dans le calme et la verdure d'un magnifique parc arborisé (idéal pour les enfants), à 2 pas du Bois de Sauvabelin, spacieux appartement traversant entièrement rénové de 5 pièces et hall au 4ème éta...",Appartement,5.5,110 m2,4.,CHF 2'950.–,Immostreet
388,17/03/2017,Rent,Lausanne,Route du Signal 17 bis,1018 Lausanne,"Dans le calme et la verdure d'un parc à 2 pas du Bois de Sauvabelin spacieux appartement traversant de 6 pièces et hall au 2ème étage comprenant 4 chambres à coucher, grand salon/salle à manger ave...",Appartement,6.5,125 m2,2.,CHF 3'010.–,Immostreet
389,17/03/2017,Rent,Lausanne,Quartier de la Violette 6,1018 Lausanne,"DETAILS: Comfortable, modern 2-bedroom, 2 bathroom apartment available March 1st (or earlier) in a quiet neighborhood in Lausanne. Apartment is 100m2. 3.5 rooms; 1st floor. New building built appro...",Appartement,3.5,100 m2,1.,CHF 3'100.–,Immostreet
390,17/03/2017,Rent,Lausanne,Chemin des Grandes-Roches 9,1018 Lausanne,"Lease take over of 120m2, 4.5P, 1st floor unfurnished apartment. Available from 1st April 2017. 10 mins walk from Riponne, 5 mins from A9 Motorway. Comprising 3 double bedrooms. Main bedroom includ...",Appartement,4.5,100 m2,1.,CHF 3'300.–,Immostreet
391,17/03/2017,Rent,Lausanne,Av. Gratta-Paille 5,1018 Lausanne,Cet appartement se distingue par sa situation privilégiée proche de l'accès autoroutier ( Blécherette) avec les caractéristiques suivantes : - Cuisine entièrement agencée (y.c. lave-vaisselle) - Sa...,Appartement,5.5,140 m2,5.,CHF 3'510.–,Immostreet
392,17/03/2017,Rent,Lausanne,Avenue Parc-de-la-Rouvraie 12,1018 Lausanne,Nous vous rendons attentifs que la cuisine ainsi que les sanitaires seront modernisés durant l'année 2017. Ce logement en attique saura vous séduire grâce aux données suivantes : - Cuisine (sans la...,Appartement,7,174 m2,8.,CHF 4'165.–,Immostreet
393,17/03/2017,Rent,Lausanne,Ch. des Grandes-Roches 3a,1018 Lausanne,"1 spacieux hall d'entrée avec armoires murales 1 cuisine agencée moderne, habitable et ouverte sur un coin à manger 1 grand séjour lumineux avec vue imprenable sur le lac 1 chambre à coucher avec s...",Attique,5.5,156 m2,5.,CHF 5'340.–,Immostreet
394,17/03/2017,Rent,Lausanne,Route de Cojonnex 33 - 35,1000 Lausanne,Magnifique chambres meublées dans villa standing de 3 étages avec grand jardin et places de parc en face de l'école EHL. Pour tout renseignement s'adresser à Mme GROGG au 079 449 21 79,Villa,6,,,CHF 960.–,Immostreet
395,17/03/2017,Rent,Lausanne,Ch. de la Vulliette 12,1000 Lausanne,Libre dès le 1er juin 2017 Ce magnifique studio neuf se situe au ch. de la Vulliette 12 à Lausanne. Un arrêt de bus à côté de l'immeuble permet de rejoindre les Croisettes à Epalinges en quelques m...,Appartement,1,24 m2,R.D.C.,CHF 1'150.–,Immostreet
396,17/03/2017,Rent,Lausanne,,1000 Lausanne,"Entouré de verdure et dans un calme aboslu, cet appartement proche de toutes commodités est situé à seulement quelques minutes de l'école hôtelière, ainsi que du centre de Lausanne dans un immeuble...",Attique,3.5,80 m2,,CHF 1'790.–,Immostreet
397,17/03/2017,Rent,Lausanne,,1000 Lausanne,"Urgent! Nous quittons l'appartement de 84m a fin de décembre il est bien situé proche de commerces (denner, coop, migros, pharmacie, gym) écoles, garderies. 1 halle de entré avec armoire murale 1 g...",Appartement,3.5,84 m2,3.,CHF 2'000.–,Immostreet
398,17/03/2017,Rent,Lausanne,Route du Jorat 190,1000 Lausanne,"Magnifique appartement protégé de 3.5 pièces de 80m2 à louer à la route du Jorat 190 à Pra Roman. Ce bel appartement protégé, dédié prioritairement aux personnes séniors (dès 55 ans) ou à mobilité ...",Appartement,3.5,80 m2,R.D.C.,CHF 2'075.–,Immostreet
399,17/03/2017,Rent,Lausanne,Route de Loëx,1000 Lausanne,"Dans copropriété avec piscine et bénéficiant d'un joli parc, appartement de 3 pièces rénové récemment, d'environ 60 m2 au 2éme étage comprenant : un hall, une salle de bains / wc avec cagibi, un sé...",Appartement,3,60 m2,,CHF 2'200.–,Immostreet
400,17/03/2017,Rent,Lausanne,Ch. des Molliettes 3,1000 Lausanne,"Dans une maison de charme datant de 1914 et totalement rénovée en 2008, superbe appartement de 3,5 pièces d'env. 90 m2, de haut standing avec un grand balcon. Un jardin est également à disposition ...",Appartement,3.5,,1.,CHF 2'459.–,Immostreet
401,17/03/2017,Rent,Lausanne,Chemin du Chalet-de-Praroman 4E,1000 Lausanne,"Immeuble neuf labelisé ""Minergie"" de 12 appartements sis dans un cadre de verdure et beau dégagement sur les Alpes. Toutes commodités à proximité. Comprenant : hall, cuisine agencée ouverte, grand ...",Appartement,4.5,111 m2,R.D.C.,CHF 2'740.–,Immostreet
402,17/03/2017,Rent,Lausanne,Chemin du Chalet-de-Praroman 4E,1000 Lausanne,"Immeuble neuf labelisé ""Minergie"" de 12 appartements sis dans un cadre de verdure et beau dégagement sur les Alpes. Toutes commodités à proximité. Comprenant : hall, cuisine agencée ouverte, grand ...",Appartement,3.5,104 m2,3.,CHF 2'750.–,Immostreet
403,17/03/2017,Rent,Lausanne,Chemin du Chalet-de-Praroman 4E,1000 Lausanne,"Immeuble neuf labelisé ""Minergie"" de 12 appartements sis dans un cadre de verdure et beau dégagement sur les Alpes. Toutes commodités à proximité. Comprenant : hall, cuisine agencée ouverte, grand ...",Appartement,3.5,116 m2,3.,CHF 2'965.–,Immostreet
404,17/03/2017,Rent,Lausanne,Chemin du Chalet-de-Praroman 4E,1000 Lausanne,"Immeuble neuf labelisé ""Minergie"" de 12 appartements sis dans un cadre de verdure et beau dégagement sur les Alpes. Toutes commodités à proximité. Comprenant : hall, cuisine agencée ouverte avec ba...",Appartement,4.5,99 m2,R.D.C.,CHF 3'040.–,Immostreet
405,17/03/2017,Rent,Lausanne,Ch. de la Planche-aux-Oies 15C,1000 Lausanne,"Aux portes de Lausanne, à 10 minutes à pied de l’Ecole Hôtelière de Lausanne et du Centre de recherche Nestlé de Vers-chez-les-Blancs, nous vous proposons ce très bel objet qui vous offrira un cadr...",Maison  contiguë,5.5,178 m2,,CHF 3'490.–,Immostreet
406,17/03/2017,Rent,Lausanne,Route du Jorat 16,1000 Lausanne,"Dans un quartier calme, charmante villa individuelle de 5.5 pièces desservie sur trois niveaux.",Maison individuelle,5.5,200 m2,,CHF 3'990.–,Immostreet
407,17/03/2017,Rent,Lausanne,Residential,1000 Lausanne,"Beautiful modern house of 7.5 pièces around 285 m2 habitable located in a quiet, green and residential zone near Lausanne. This house is built on a field of 800m2 without vis-à-vis and a lot of sun...",Maison individuelle,7.5,,,CHF 5'000.–,Immostreet
408,17/03/2017,Rent,Lausanne,Residentiel,1000 Lausanne,"Très belle maison contemporaine de 7.5 pièces jouissant de 285 m2 habitables (375 m2 utiles) située dans un quartier résidentiel, calme et verdoyant près de Lausanne. Cette villa est implantée sur ...",Maison individuelle,7.5,,,CHF 5'000.–,Immostreet
409,17/03/2017,Rent,Lausanne,Chemin de la Planche-aux-Oies 6,1000 Lausanne,"Situation à 5 min. de Lausanne, à Vers-chez-les-Blancs, dans un environnement calme et verdoyant, accès par bus au métro Croisettes, à 18 min. en voiture de Vevey. Bus scolaire pour Ecole Internati...",Villa,9,250 m2,,CHF 6'000.–,Immostreet
410,17/03/2017,Rent,Lausanne,,1000 Lausanne,"Entouré de verdure et dans un calme aboslu, cet appartement proche de toutes commodités est situé à seulement quelques minutes de l'école hôtelière, ainsi que du centre de Lausanne dans un immeuble...",Appartement,4.5,116 m2,,,Immostreet
